21.39207	0.04987
21.65765	0.03737
21.925	0.02906
22.19253	0.02356
22.45925	0.01973
22.72644	0.01709
22.99448	0.01528
23.26255	0.01412
23.5299	0.01341
23.79678	0.01287
24.06395	0.01238
24.33154	0.01205
24.59994	0.01182
24.86747	0.01176
25.13536	0.01167
25.39992	0.01153
25.66539	0.01135
25.93412	0.01119
26.20079	0.01098
26.46754	0.01073
26.73539	0.01051
27.00339	0.01029
27.27053	0.00992
27.53827	0.00953
27.80528	0.00925
28.0736	0.00893
28.34129	0.0086
28.60853	0.00819
28.87584	0.00766
29.14293	0.00723
29.40429	0.00708
29.67059	0.00686
29.9381	0.00653
30.2055	0.00628
30.4734	0.0061
30.74137	0.00588
31.00775	0.00564
31.27472	0.00542
31.54222	0.00525
31.81017	0.00501
32.07733	0.00464
32.34513	0.00427
32.61309	0.00394
32.88024	0.00364
33.14615	0.00337
33.41021	0.00323
33.67688	0.00304
33.94483	0.00287
34.21176	0.00264
34.47922	0.00242
34.74614	0.0022
35.01356	0.00165
35.28173	0.00156
35.54901	0.00163
35.816	0.00177
36.08343	0.00162
36.35074	0.00144
36.61804	0.00131
36.88531	0.00118
37.15042	0.00113
37.41619	0.00106
37.68466	8.91E-04
37.95204	7.56E-04
38.21883	7.26E-04
38.48695	5.81E-04
38.7534	5.77E-04
39.0205	4.53E-04
39.28812	2.58E-04
39.55553	7.30E-05
39.82223	8.96E-06
40.08962	1.30E-04
40.3568	9.83E-05
40.62373	-8.55E-05
40.89052	-3.45E-04
41.15323	-4.31E-04
41.4202	-6.58E-04
41.68711	-7.82E-04
41.95351	-7.00E-04
42.22226	-7.79E-04
42.4888	-9.36E-04
42.75608	-9.85E-04
43.02296	-0.00123
43.28982	-0.00134
43.55815	-0.00137
43.82522	-0.0014
44.09206	-0.00126
44.35835	-0.00112
44.62573	-0.0012
44.89124	-0.00132
45.15628	-0.00138
45.42449	-0.00138
45.69083	-0.00105
45.95735	-8.05E-04
46.22467	-6.66E-04
46.49171	-5.70E-04
46.75856	-2.86E-04
47.02463	1.36E-04
47.29208	4.52E-04
47.55912	7.95E-04
47.82539	0.00109
48.09341	0.00134
48.36002	0.00222
48.62775	0.00331
48.89172	0.00445
49.15776	0.00541
49.42483	0.00616
49.69281	0.0073
49.95865	0.00867
50.22653	0.00963
50.49265	0.01031
50.76009	0.01085
51.02721	0.01106
51.29441	0.01091
51.56191	0.01071
51.8287	0.00936
52.09505	0.00826
52.36219	0.00734
52.62848	0.00661
52.89237	0.00587
53.15995	0.00499
53.4265	0.00438
53.69358	0.00414
53.96122	0.00442
54.22792	0.00495
54.49543	0.00569
54.76158	0.00657
55.02878	0.00767
55.29629	0.00905
55.56249	0.0106
55.8291	0.01248
56.09601	0.01454
56.36314	0.01675
56.62887	0.01926
56.89189	0.02213
57.15832	0.02534
57.42628	0.0291
57.69257	0.03343
57.95925	0.0383
58.22584	0.044
58.49345	0.05069
58.7605	0.0586
59.02773	0.06761
59.29446	0.07775
59.56199	0.08939
59.82846	0.10337
60.09495	0.12016
60.36231	0.14048
60.62902	0.16499
60.89656	0.195
61.16419	0.23071
61.4313	0.27062
61.69762	0.31101
61.96465	0.34682
62.23158	0.37371
62.49834	0.38938
62.76465	0.39396
63.03083	0.39052
63.29699	0.38219
63.56489	0.37149
63.83087	0.35956
64.09743	0.34709
64.36357	0.33451
64.62737	0.32207
64.89394	0.30997
65.16118	0.2985
65.42703	0.28803
65.69321	0.27874
65.96029	0.2707
66.22744	0.26397
66.49397	0.25851
66.76214	0.25404
67.02881	0.25063
67.29579	0.24811
67.56122	0.24657
67.82881	0.2459
68.09551	0.24558
68.36137	0.24564
68.62581	0.24574
68.89287	0.24578
69.15975	0.24566
69.42635	0.24524
69.6919	0.24443
69.95841	0.24264
70.22604	0.24035
70.49367	0.23702
70.76059	0.23288
71.02756	0.22798
71.29642	0.22193
71.56348	0.21523
71.8299	0.20772
72.0948	0.20031
72.36021	0.19344
72.62477	0.18745
72.8919	0.18116
73.15863	0.17577
73.42464	0.17102
73.69232	0.16534
73.95951	0.15741
74.22623	0.15049
74.49325	0.14239
74.75893	0.13793
75.02684	0.13547
75.29371	0.13219
75.56066	0.12758
75.82851	0.12233
76.09583	0.11791
76.36013	0.1127
76.62311	0.10732
76.89108	0.10193
77.15876	0.09612
77.42549	0.09186
77.69254	0.08769
77.95922	0.08144
78.22601	0.07576
78.49413	0.07063
78.76129	0.06599
79.02744	0.06191
79.29544	0.05738
79.564	0.05303
79.82977	0.04862
80.09635	0.04356
80.36005	0.03871
80.62639	0.03473
80.89269	0.03014
81.16011	0.02508
81.42761	0.02112
81.69446	0.01703
81.96157	0.01253
82.22731	0.00918
82.49461	0.00554
82.7625	0.00166
83.02931	-0.00179
83.29621	-0.00502
83.56322	-0.00908
83.83091	-0.01244
84.09768	-0.01528
84.36216	-0.01867
84.62824	-0.022
84.89518	-0.0257
85.16266	-0.02927
85.43072	-0.0324
85.69681	-0.03575
85.96443	-0.03912
86.23157	-0.04262
86.49828	-0.04515
86.76581	-0.04672
87.03222	-0.04895
87.30059	-0.05127
87.5678	-0.05338
87.83502	-0.056
